Year,Host,Date,Round,Attendance,Venue,home_team,home_score,home_penalty,away_team,away_score,away_penalty,home_goal_min,home_own_goal_min,home_penalty_goal_min,away_goal_min,away_own_goal_min,away_penalty_goal_min,match_win,penalty_win,firstGoal,home_rank,away_rank
1978,Argentina,1978.6.2,First round,17396,"Arroyito - Estadio Dr. Lisandro de la Torre, Rosario",Tunisia,3,,Mexico,1,,"[55, 79, 87]",[],[],[],[],[45],home,,away,,
1978,Argentina,1978.6.2,First round,71615,"El Monumental - Estadio Monumental Antonio Vespuci, Buenos Aires",Argentina,2,,Hungary,1,,"[15, 83]",[],[],[10],[],[],home,,away,,
1978,Argentina,1978.6.1,First round,67579,"El Monumental - Estadio Monumental Antonio Vespuci, Buenos Aires",West Germany,0,,Poland,0,,[],[],[],[],[],[],draw,,,,
1974,Germany,1974.7.7,Final,78200,"Olympiastadion, Munich",Netherlands,1,,West Germany,2,,[],[],[2],[43],[],[25],away,,away,,
1974,Germany,1974.7.6,Third-place match,77100,"Olympiastadion, Munich",Brazil,0,,Poland,1,,[],[],[],[76],[],[],away,,away,,
1974,Germany,1974.7.3,Second round,62000,"Waldstadion, Frankfurt/Main",Poland,0,,West Germany,1,,[],[],[],[76],[],[],away,,away,,
1974,Germany,1974.7.3,Second round,53700,"Westfalenstadion, Dortmund",Netherlands,2,,Brazil,0,,"[50, 65]",[],[],[],[],[],home,,home,,
1974,Germany,1974.7.3,Second round,54254,"Parkstadion, Gelsenkirchen",Argentina,1,,Germany DR,1,,[20],[],[],[14],[],[],draw,,away,,
1974,Germany,1974.7.3,Second round,41300,"Rheinstadion, Dï¿½Sseldorf",Sweden,2,,Yugoslavia,1,,"[29, 85]",[],[],[27],[],[],home,,away,,
1974,Germany,1974.6.30,Second round,58000,"Waldstadion, Frankfurt/Main",Poland,2,,Yugoslavia,1,,[62],[],[24],[43],[],[],home,,away,,
1974,Germany,1974.6.30,Second round,39400,"Niedersachsenstadion, Hanover",Argentina,1,,Brazil,2,,[35],[],[],"[32, 49]",[],[],away,,away,,
1974,Germany,1974.6.30,Second round,68348,"Parkstadion, Gelsenkirchen",Germany DR,0,,Netherlands,2,,[],[],[],"[7, 59]",[],[],away,,away,,
1974,Germany,1974.6.30,Second round,67800,"Rheinstadion, Dï¿½Sseldorf",West Germany,4,,Sweden,2,,"[51, 52, 76]",[],[89],"[24, 53]",[],[],home,,away,,
1974,Germany,1974.6.26,Second round,67385,"Rheinstadion, Dï¿½Sseldorf",Yugoslavia,0,,West Germany,2,,[],[],[],"[39, 82]",[],[],away,,away,,
1974,Germany,1974.6.26,Second round,59863,"Niedersachsenstadion, Hanover",Brazil,1,,Germany DR,0,,[60],[],[],[],[],[],home,,home,,
1974,Germany,1974.6.26,Second round,44955,"Neckarstadion, Stuttgart",Sweden,0,,Poland,1,,[],[],[],[43],[],[],away,,away,,
1974,Germany,1974.6.26,Second round,56548,"Parkstadion, Gelsenkirchen",Netherlands,4,,Argentina,0,,"[10, 25, 73, 90]",[],[],[],[],[],home,,home,,
1974,Germany,1974.6.23,First round,53300,"Westfalenstadion, Dortmund",Bulgaria,1,,Netherlands,4,,[],[78],[],"[71, 88]",[],"[5, 45]",away,,away,,
1974,Germany,1974.6.23,First round,70100,"Neckarstadion, Stuttgart",Poland,2,,Italy,1,,"[38, 44]",[],[],[85],[],[],home,,home,,
1974,Germany,1974.6.23,First round,28300,"Rheinstadion, Dï¿½Sseldorf",Sweden,3,,Uruguay,0,,"[46, 74, 77]",[],[],[],[],[],home,,home,,
1974,Germany,1974.6.23,First round,25900,"Olympiastadion, Munich",Argentina,4,,Haiti,1,,"[15, 18, 55, 68]",[],[],[63],[],[],home,,home,,
1974,Germany,1974.6.22,First round,56000,"Waldstadion, Frankfurt/Main",Scotland,1,,Yugoslavia,1,,[88],[],[],[81],[],[],draw,,away,,
1974,Germany,1974.6.22,First round,17400,"Olympiastadion, Berlin West",Australia,0,,Chile,0,,[],[],[],[],[],[],draw,,,,
1974,Germany,1974.6.22,First round,36200,"Parkstadion, Gelsenkirchen",Zaire,0,,Brazil,3,,[],[],[],"[12, 66, 79]",[],[],away,,away,,
1974,Germany,1974.6.22,First round,60200,"Volksparkstadion, Hamburg",Germany DR,1,,West Germany,0,,[77],[],[],[],[],[],home,,home,,
1974,Germany,1974.6.19,First round,25300,"Olympiastadion, Munich",Haiti,0,,Poland,7,,[],[],[],"[17, 18, 30, 31, 34, 50, 87]",[],[],away,,away,,
1974,Germany,1974.6.19,First round,13400,"Niedersachsenstadion, Hanover",Bulgaria,1,,Uruguay,1,,[75],[],[],[87],[],[],draw,,home,,
1974,Germany,1974.6.19,First round,53700,"Westfalenstadion, Dortmund",Netherlands,0,,Sweden,0,,[],[],[],[],[],[],draw,,,,
1974,Germany,1974.6.19,First round,70100,"Neckarstadion, Stuttgart",Argentina,1,,Italy,1,,[19],[],[],[],[35],[],draw,,home,,
1974,Germany,1974.6.18,First round,53300,"Volksparkstadion, Hamburg",Australia,0,,West Germany,3,,[],[],[],"[12, 34, 53]",[],[],away,,away,,
1974,Germany,1974.6.18,First round,31700,"Parkstadion, Gelsenkirchen",Yugoslavia,9,,Zaire,0,,"[8, 14, 18, 22, 30, 35, 61, 65, 81]",[],[],[],[],[],home,,home,,
1974,Germany,1974.6.18,First round,28300,"Olympiastadion, Berlin West",Chile,1,,Germany DR,1,,[69],[],[],[55],[],[],draw,,away,,
1974,Germany,1974.6.18,First round,62000,"Waldstadion, Frankfurt/Main",Scotland,0,,Brazil,0,,[],[],[],[],[],[],draw,,,,
1974,Germany,1974.6.15,First round,55100,"Niedersachsenstadion, Hanover",Uruguay,0,,Netherlands,2,,[],[],[],"[7, 86]",[],[],away,,away,,
1974,Germany,1974.6.15,First round,23800,"Rheinstadion, Dï¿½Sseldorf",Sweden,0,,Bulgaria,0,,[],[],[],[],[],[],draw,,,,
1974,Germany,1974.6.15,First round,53000,"Olympiastadion, Munich",Italy,3,,Haiti,1,,"[52, 66, 79]",[],[],[46],[],[],home,,away,,
1974,Germany,1974.6.15,First round,32700,"Neckarstadion, Stuttgart",Poland,3,,Argentina,2,,"[7, 8, 62]",[],[],"[60, 66]",[],[],home,,home,,
1974,Germany,1974.6.14,First round,81100,"Olympiastadion, Berlin West",West Germany,1,,Chile,0,,[18],[],[],[],[],[],home,,home,,
1974,Germany,1974.6.14,First round,17000,"Volksparkstadion, Hamburg",Germany DR,2,,Australia,0,,[72],[58],[],[],[],[],home,,home,,
1974,Germany,1974.6.14,First round,27000,"Westfalenstadion, Dortmund",Zaire,0,,Scotland,2,,[],[],[],"[26, 34]",[],[],away,,away,,
1974,Germany,1974.6.13,First round,62000,"Waldstadion, Frankfurt/Main",Brazil,0,,Yugoslavia,0,,[],[],[],[],[],[],draw,,,,
1970,Mexico,1970.6.21,Final,107412,"Estadio Azteca, Mexico City",Brazil,4,,Italy,1,,"[18, 66, 71, 86]",[],[],[37],[],[],home,,home,,
1970,Mexico,1970.6.20,Third-place match,104403,"Estadio Azteca, Mexico City",West Germany,1,,Uruguay,0,,[26],[],[],[],[],[],home,,home,,
1970,Mexico,1970.6.17,Semi-finals,102444,"Estadio Azteca, Mexico City",Italy,4,,West Germany,3,,"[8, 98, 104, 111]",[],[],"[90, 94, 110]",[],[],home,,home,,
1970,Mexico,1970.6.17,Semi-finals,51261,"Jalisco, Guadalajara",Brazil,3,,Uruguay,1,,"[44, 76, 89]",[],[],[19],[],[],home,,away,,
1970,Mexico,1970.6.14,Quarter-finals,54233,"Jalisco, Guadalajara",Brazil,4,,Peru,2,,"[11, 15, 52, 75]",[],[],"[28, 70]",[],[],home,,home,,
1970,Mexico,1970.6.14,Quarter-finals,26851,"Luis Dosal, Toluca",Italy,4,,Mexico,1,,"[63, 70, 76]",[25],[],[13],[],[],home,,away,,
1970,Mexico,1970.6.14,Quarter-finals,26085,"Estadio Azteca, Mexico City",Uruguay,1,,Soviet Union,0,,[117],[],[],[],[],[],home,,home,,
1970,Mexico,1970.6.14,Quarter-finals,23357,"Nou Camp - Estadio Leï¿½n, Leon",West Germany,3,,England,2,,"[68, 82, 108]",[],[],"[31, 49]",[],[],home,,away,,
1970,Mexico,1970.6.11,Group stage,108192,"Estadio Azteca, Mexico City",Mexico,1,,Belgium,0,,[],[],[14],[],[],[],home,,away,,
1970,Mexico,1970.6.11,Group stage,9890,"Luis Dosal, Toluca",Italy,0,,Israel,0,,[],[],[],[],[],[],draw,,,,
1970,Mexico,1970.6.11,Group stage,12299,"Nou Camp - Estadio Leï¿½n, Leon",Bulgaria,1,,Morocco,1,,[40],[],[],[61],[],[],draw,,home,,
1970,Mexico,1970.6.11,Group stage,49292,"Jalisco, Guadalajara",England,1,,Czechoslovakia,0,,[],[],[50],[],[],[],home,,away,,
1970,Mexico,1970.6.10,Group stage,17875,"Nou Camp - Estadio Leï¿½n, Leon",West Germany,3,,Peru,1,,"[19, 26, 39]",[],[],[44],[],[],home,,home,,
1970,Mexico,1970.6.10,Group stage,50804,"Jalisco, Guadalajara",Brazil,3,,Romania,2,,"[19, 22, 67]",[],[],"[34, 84]",[],[],home,,home,,
1970,Mexico,1970.6.10,Group stage,18163,"Cuauhtemoc, Puebla",Sweden,1,,Uruguay,0,,[90],[],[],[],[],[],home,,home,,
1970,Mexico,1970.6.10,Group stage,89979,"Estadio Azteca, Mexico City",Soviet Union,2,,El Salvador,0,,"[51, 74]",[],[],[],[],[],home,,home,,
1970,Mexico,1970.6.7,Group stage,103058,"Estadio Azteca, Mexico City",Mexico,4,,El Salvador,0,,"[45, 46, 58, 83]",[],[],[],[],[],home,,home,,
1970,Mexico,1970.6.7,Group stage,66843,"Jalisco, Guadalajara",Brazil,1,,England,0,,[59],[],[],[],[],[],home,,home,,
1970,Mexico,1970.6.7,Group stage,12710,"Nou Camp - Estadio Leï¿½n, Leon",West Germany,5,,Bulgaria,2,,"[20, 27, 70, 88]",[],[52],"[12, 89]",[],[],home,,away,,
1970,Mexico,1970.6.7,Group stage,9624,"Luis Dosal, Toluca",Sweden,1,,Israel,1,,[53],[],[],[56],[],[],draw,,home,,
1970,Mexico,1970.6.6,Group stage,56818,"Jalisco, Guadalajara",Romania,2,,Czechoslovakia,1,,[52],[],[75],[5],[],[],home,,away,,
1970,Mexico,1970.6.6,Group stage,29968,"Cuauhtemoc, Puebla",Uruguay,0,,Italy,0,,[],[],[],[],[],[],draw,,,,
1970,Mexico,1970.6.6,Group stage,95261,"Estadio Azteca, Mexico City",Soviet Union,4,,Belgium,1,,"[14, 57, 63, 76]",[],[],[86],[],[],home,,home,,
1970,Mexico,1970.6.6,Group stage,13537,"Nou Camp - Estadio Leï¿½n, Leon",Peru,3,,Morocco,0,,"[65, 67, 75]",[],[],[],[],[],home,,home,,
1970,Mexico,1970.6.3,Group stage,92205,"Estadio Azteca, Mexico City",Belgium,3,,El Salvador,0,,"[12, 54]",[],[79],[],[],[],home,,home,,
1970,Mexico,1970.6.3,Group stage,52897,"Jalisco, Guadalajara",Brazil,4,,Czechoslovakia,1,,"[24, 59, 61, 83]",[],[],[11],[],[],home,,away,,
1970,Mexico,1970.6.3,Group stage,13433,"Luis Dosal, Toluca",Italy,1,,Sweden,0,,[10],[],[],[],[],[],home,,home,,
1970,Mexico,1970.6.3,Group stage,12942,"Nou Camp - Estadio Leï¿½n, Leon",West Germany,2,,Morocco,1,,"[56, 80]",[],[],[21],[],[],home,,away,,
1970,Mexico,1970.6.2,Group stage,50560,"Jalisco, Guadalajara",England,1,,Romania,0,,[65],[],[],[],[],[],home,,home,,
1970,Mexico,1970.6.2,Group stage,13765,"Nou Camp - Estadio Leï¿½n, Leon",Peru,3,,Bulgaria,2,,"[50, 55, 73]",[],[],"[13, 49]",[],[],home,,away,,
1970,Mexico,1970.6.2,Group stage,20654,"Cuauhtemoc, Puebla",Uruguay,2,,Israel,0,,"[23, 50]",[],[],[],[],[],home,,home,,
1970,Mexico,1970.5.31,Group stage,107160,"Estadio Azteca, Mexico City",Mexico,0,,Soviet Union,0,,[],[],[],[],[],[],draw,,,,
1966,England,1966.7.30,Final,96924,"Wembley Stadium, London",England,4,,West Germany,2,,"[18, 78, 101, 120]",[],[],"[12, 89]",[],[],home,,away,,
1966,England,1966.7.28,Third-place match,87696,"Wembley Stadium, London",Portugal,2,,Soviet Union,1,,[89],[],[12],[43],[],[],home,,away,,
1966,England,1966.7.26,Semi-finals,94493,"Wembley Stadium, London",England,2,,Portugal,1,,"[30, 80]",[],[],[],[],[82],home,,home,,
1966,England,1966.7.25,Semi-finals,38273,"Goodison Park, Liverpool",West Germany,2,,Soviet Union,1,,"[43, 67]",[],[],[88],[],[],home,,home,,
1966,England,1966.7.23,Quarter-finals,40248,"Goodison Park, Liverpool",Portugal,5,,Korea DPR,3,,"[27, 56, 80]",[],"[43, 59]","[1, 22, 25]",[],[],home,,away,,
1966,England,1966.7.23,Quarter-finals,90584,"Wembley Stadium, London",England,1,,Argentina,0,,[78],[],[],[],[],[],home,,home,,
1966,England,1966.7.23,Quarter-finals,26844,"Roker Park Ground, Sunderland",Soviet Union,2,,Hungary,1,,"[5, 46]",[],[],[57],[],[],home,,home,,
1966,England,1966.7.23,Quarter-finals,40007,"Hillsborough, Sheffield",West Germany,4,,Uruguay,0,,"[11, 70, 75, 83]",[],[],[],[],[],home,,home,,
1966,England,1966.7.20,Group stage,98270,"Wembley Stadium, London",England,2,,France,0,,"[38, 75]",[],[],[],[],[],home,,home,,
1966,England,1966.7.20,Group stage,24129,"Old Trafford Stadium, Manchester",Hungary,3,,Bulgaria,1,,"[45, 54]",[43],[],[15],[],[],home,,away,,
1966,England,1966.7.20,Group stage,42187,"Villa Park, Birmingham",West Germany,2,,Spain,1,,"[38, 84]",[],[],[22],[],[],home,,away,,
1966,England,1966.7.20,Group stage,16027,"Roker Park Ground, Sunderland",Soviet Union,2,,Chile,1,,"[28, 85]",[],[],[32],[],[],home,,home,,
1966,England,1966.7.19,Group stage,61112,"Wembley Stadium, London",Uruguay,0,,Mexico,0,,[],[],[],[],[],[],draw,,,,
1966,England,1966.7.19,Group stage,32127,"Hillsborough, Sheffield",Argentina,2,,Switzerland,0,,"[53, 81]",[],[],[],[],[],home,,home,,
1966,England,1966.7.19,Group stage,58479,"Goodison Park, Liverpool",Portugal,3,,Brazil,1,,"[15, 27, 85]",[],[],[73],[],[],home,,home,,
1966,England,1966.7.19,Group stage,17829,"Ayresome Park, Middlesbrough",Korea DPR,1,,Italy,0,,[42],[],[],[],[],[],home,,home,,
1966,England,1966.7.16,Group stage,46587,"Villa Park, Birmingham",West Germany,0,,Argentina,0,,[],[],[],[],[],[],draw,,,,
1966,England,1966.7.16,Group stage,27793,"Roker Park Ground, Sunderland",Soviet Union,1,,Italy,0,,[57],[],[],[],[],[],home,,home,,
1966,England,1966.7.16,Group stage,25438,"Old Trafford Stadium, Manchester",Portugal,3,,Bulgaria,0,,"[38, 81]",[17],[],[],[],[],home,,home,,
1966,England,1966.7.16,Group stage,92570,"Wembley Stadium, London",England,2,,Mexico,0,,"[37, 75]",[],[],[],[],[],home,,home,,
1966,England,1966.7.15,Group stage,32028,"Hillsborough, Sheffield",Spain,2,,Switzerland,1,,"[57, 75]",[],[],[28],[],[],home,,away,,
1966,England,1966.7.15,Group stage,45662,"White City, London",Uruguay,2,,France,1,,"[26, 31]",[],[],[],[],[15],home,,away,,
1966,England,1966.7.15,Group stage,51387,"Goodison Park, Liverpool",Hungary,3,,Brazil,1,,"[2, 64]",[],[73],[14],[],[],home,,home,,
1966,England,1966.7.15,Group stage,13792,"Ayresome Park, Middlesbrough",Korea DPR,1,,Chile,1,,[88],[],[],[],[],[26],draw,,away,,
1966,England,1966.7.13,Group stage,42738,"Villa Park, Birmingham",Argentina,2,,Spain,1,,"[65, 79]",[],[],[71],[],[],home,,home,,
1966,England,1966.7.13,Group stage,69237,"Wembley Stadium, London",France,1,,Mexico,1,,[62],[],[],[48],[],[],draw,,away,,
1966,England,1966.7.13,Group stage,27199,"Roker Park Ground, Sunderland",Italy,2,,Chile,0,,"[8, 88]",[],[],[],[],[],home,,home,,
1966,England,1966.7.13,Group stage,29886,"Old Trafford Stadium, Manchester",Portugal,3,,Hungary,1,,"[2, 67, 90]",[],[],[60],[],[],home,,home,,
1966,England,1966.7.12,Group stage,47308,"Goodison Park, Liverpool",Brazil,2,,Bulgaria,0,,"[15, 63]",[],[],[],[],[],home,,home,,
1966,England,1966.7.12,Group stage,23006,"Ayresome Park, Middlesbrough",Soviet Union,3,,Korea DPR,0,,"[31, 33, 88]",[],[],[],[],[],home,,home,,
1966,England,1966.7.12,Group stage,36127,"Hillsborough, Sheffield",West Germany,5,,Switzerland,0,,"[15, 20, 39, 52]",[],[77],[],[],[],home,,home,,
1966,England,1966.7.11,Group stage,87148,"Wembley Stadium, London",England,0,,Uruguay,0,,[],[],[],[],[],[],draw,,,,
1962,Chile,1962.6.17,Final,68679,"Nacional, Santiago De Chile",Brazil,3,,Czechoslovakia,1,,"[17, 69, 78]",[],[],[15],[],[],home,,away,,
1962,Chile,1962.6.16,Third-place match,66697,"Nacional, Santiago De Chile",Chile,1,,Yugoslavia,0,,[90],[],[],[],[],[],home,,home,,
1962,Chile,1962.6.13,Semi-finals,76594,"Nacional, Santiago De Chile",Brazil,4,,Chile,2,,"[9, 32, 47, 78]",[],[],[42],[],[61],home,,home,,
1962,Chile,1962.6.13,Semi-finals,5890,"Estadio Sausalito, Vina Del Mar",Czechoslovakia,3,,Yugoslavia,1,,"[48, 80]",[],[84],[69],[],[],home,,home,,
1962,Chile,1962.6.10,Quarter-finals,17268,"Carlos Dittborn, Arica",Chile,2,,Soviet Union,1,,"[11, 29]",[],[],[26],[],[],home,,home,,
1962,Chile,1962.6.10,Quarter-finals,17736,"Estadio Sausalito, Vina Del Mar",Brazil,3,,England,1,,"[31, 53, 59]",[],[],[38],[],[],home,,home,,
1962,Chile,1962.6.10,Quarter-finals,11690,"Estadio El Teniente-Codelco, Rancagua",Czechoslovakia,1,,Hungary,0,,[13],[],[],[],[],[],home,,home,,
1962,Chile,1962.6.10,Quarter-finals,63324,"Nacional, Santiago De Chile",Yugoslavia,1,,West Germany,0,,[85],[],[],[],[],[],home,,home,,
1962,Chile,1962.6.7,Group stage,5700,"Estadio El Teniente-Codelco, Rancagua",England,0,,Bulgaria,0,,[],[],[],[],[],[],draw,,,,
1962,Chile,1962.6.7,Group stage,10648,"Estadio Sausalito, Vina Del Mar",Mexico,3,,Czechoslovakia,1,,"[12, 29]",[],[90],[1],[],[],home,,away,,
1962,Chile,1962.6.7,Group stage,59828,"Nacional, Santiago De Chile",Italy,3,,Switzerland,0,,"[2, 65, 67]",[],[],[],[],[],home,,home,,
1962,Chile,1962.6.7,Group stage,7167,"Carlos Dittborn, Arica",Yugoslavia,5,,Colombia,0,,"[20, 25, 61, 82, 87]",[],[],[],[],[],home,,home,,
1962,Chile,1962.6.6,Group stage,67224,"Nacional, Santiago De Chile",West Germany,2,,Chile,0,,[82],[],[21],[],[],[],home,,home,,
1962,Chile,1962.6.6,Group stage,9973,"Carlos Dittborn, Arica",Soviet Union,2,,Uruguay,1,,"[38, 89]",[],[],[54],[],[],home,,home,,
1962,Chile,1962.6.6,Group stage,7945,"Estadio El Teniente-Codelco, Rancagua",Hungary,0,,Argentina,0,,[],[],[],[],[],[],draw,,,,
1962,Chile,1962.6.6,Group stage,18715,"Estadio Sausalito, Vina Del Mar",Brazil,2,,Spain,1,,"[72, 86]",[],[],[35],[],[],home,,away,,
1962,Chile,1962.6.3,Group stage,11875,"Estadio Sausalito, Vina Del Mar",Spain,1,,Mexico,0,,[90],[],[],[],[],[],home,,home,,
1962,Chile,1962.6.3,Group stage,8040,"Carlos Dittborn, Arica",Soviet Union,4,,Colombia,4,,"[8, 10, 11, 56]",[],[],"[21, 68, 72, 76]",[],[],draw,,home,,
1962,Chile,1962.6.3,Group stage,7442,"Estadio El Teniente-Codelco, Rancagua",Hungary,6,,Bulgaria,1,,"[1, 6, 8, 12, 53, 70]",[],[],[64],[],[],home,,home,,
1962,Chile,1962.6.3,Group stage,64922,"Nacional, Santiago De Chile",West Germany,2,,Switzerland,1,,"[45, 59]",[],[],[73],[],[],home,,home,,
1962,Chile,1962.6.2,Group stage,66057,"Nacional, Santiago De Chile",Chile,2,,Italy,0,,"[73, 87]",[],[],[],[],[],home,,home,,
1962,Chile,1962.6.2,Group stage,14903,"Estadio Sausalito, Vina Del Mar",Brazil,0,,Czechoslovakia,0,,[],[],[],[],[],[],draw,,,,
1962,Chile,1962.6.2,Group stage,9794,"Estadio El Teniente-Codelco, Rancagua",England,3,,Argentina,1,,"[42, 67]",[],[17],[81],[],[],home,,home,,
1962,Chile,1962.6.2,Group stage,8829,"Carlos Dittborn, Arica",Yugoslavia,3,,Uruguay,1,,"[29, 49]",[],[25],[19],[],[],home,,away,,
1962,Chile,1962.5.31,Group stage,65440,"Nacional, Santiago De Chile",West Germany,0,,Italy,0,,[],[],[],[],[],[],draw,,,,
1962,Chile,1962.5.31,Group stage,7938,"Estadio El Teniente-Codelco, Rancagua",Hungary,2,,England,1,,"[17, 71]",[],[],[],[],[60],home,,home,,
1962,Chile,1962.5.31,Group stage,12700,"Estadio Sausalito, Vina Del Mar",Czechoslovakia,1,,Spain,0,,[80],[],[],[],[],[],home,,home,,
1962,Chile,1962.5.31,Group stage,9622,"Carlos Dittborn, Arica",Soviet Union,2,,Yugoslavia,0,,"[51, 83]",[],[],[],[],[],home,,home,,
1962,Chile,1962.5.30,Group stage,65006,"Nacional, Santiago De Chile",Chile,3,,Switzerland,1,,"[44, 51, 55]",[],[],[6],[],[],home,,away,,
1962,Chile,1962.5.30,Group stage,7908,"Carlos Dittborn, Arica",Uruguay,2,,Colombia,1,,"[56, 75]",[],[],[],[],[19],home,,away,,
1962,Chile,1962.5.30,Group stage,10484,"Estadio Sausalito, Vina Del Mar",Brazil,2,,Mexico,0,,"[56, 73]",[],[],[],[],[],home,,home,,
1962,Chile,1962.5.30,Group stage,7134,"Estadio El Teniente-Codelco, Rancagua",Argentina,1,,Bulgaria,0,,[4],[],[],[],[],[],home,,home,,
1958,Sweden,1958.6.29,Final,49737,"Rasunda Stadium, Solna",Brazil,5,,Sweden,2,,"[9, 32, 55, 68, 90]",[],[],"[4, 80]",[],[],home,,away,,
1958,Sweden,1958.6.28,Third-place match,32483,"Nya Ullevi, Gothenburg",France,6,,West Germany,3,,"[16, 36, 50, 78, 89]",[],[27],"[18, 52, 84]",[],[],home,,home,,
1958,Sweden,1958.6.24,Semi-finals,49471,"Nya Ullevi, Gothenburg",Sweden,3,,West Germany,1,,"[32, 81, 88]",[],[],[24],[],[],home,,away,,
1958,Sweden,1958.6.24,Semi-finals,27100,"Rasunda Stadium, Solna",Brazil,5,,France,2,,"[2, 39, 52, 64, 75]",[],[],"[9, 83]",[],[],home,,home,,
1958,Sweden,1958.6.19,Quarter-finals,11800,"Idrottsparken, Norrkï¿½Ping",France,4,,Northern Ireland,0,,"[44, 55, 63, 68]",[],[],[],[],[],home,,home,,
1958,Sweden,1958.6.19,Quarter-finals,20055,"Malmo Stadion, Malmï¿½",West Germany,1,,Yugoslavia,0,,[12],[],[],[],[],[],home,,home,,
1958,Sweden,1958.6.19,Quarter-finals,25923,"Nya Ullevi, Gothenburg",Brazil,1,,Wales,0,,[66],[],[],[],[],[],home,,home,,
1958,Sweden,1958.6.19,Quarter-finals,31900,"Rasunda Stadium, Solna",Sweden,2,,Soviet Union,0,,"[49, 88]",[],[],[],[],[],home,,home,,
1958,Sweden,1958.6.17,Group stage play-off,6196,"Malmo Stadion, Malmï¿½",Northern Ireland,2,,Czechoslovakia,1,,"[44, 99]",[],[],[19],[],[],home,,away,,
1958,Sweden,1958.6.17,Group stage play-off,2823,"Rasunda Stadium, Solna",Wales,2,,Hungary,1,,"[55, 76]",[],[],[33],[],[],home,,away,,
1958,Sweden,1958.6.17,Group stage play-off,23182,"Nya Ullevi, Gothenburg",Soviet Union,1,,England,0,,[68],[],[],[],[],[],home,,home,,
1958,Sweden,1958.6.15,Group stage,30287,"Rasunda Stadium, Solna",Sweden,0,,Wales,0,,[],[],[],[],[],[],draw,,,,
1958,Sweden,1958.6.15,Group stage,13103,"Tunavallen, Eskilstuna",Paraguay,3,,Yugoslavia,3,,"[20, 49, 80]",[],[],"[12, 29, 73]",[],[],draw,,away,,
1958,Sweden,1958.6.15,Group stage,21990,"Malmo Stadion, Malmï¿½",West Germany,2,,Northern Ireland,2,,"[20, 79]",[],[],"[19, 60]",[],[],draw,,away,,
1958,Sweden,1958.6.15,Group stage,16418,"Olympia Stadium, Helsingborg",Czechoslovakia,6,,Argentina,1,,"[8, 17, 40, 69, 82, 89]",[],[],[],[],[65],home,,home,,
1958,Sweden,1958.6.15,Group stage,15872,"Ryavallen, Boras",England,2,,Austria,2,,"[56, 73]",[],[],"[16, 70]",[],[],draw,,away,,
1958,Sweden,1958.6.15,Group stage,50928,"Nya Ullevi, Gothenburg",Brazil,2,,Soviet Union,0,,"[3, 77]",[],[],[],[],[],home,,home,,
1958,Sweden,1958.6.15,Group stage,13300,"Jarnvallen, Sandviken",Hungary,4,,Mexico,0,,"[19, 46, 54, 69]",[],[],[],[],[],home,,home,,
1958,Sweden,1958.6.15,Group stage,13554,"Eyravallen, Orebro",France,2,,Scotland,1,,"[22, 44]",[],[],[66],[],[],home,,home,,
1958,Sweden,1958.6.12,Group stage,38850,"Rasunda Stadium, Solna",Sweden,2,,Hungary,1,,"[34, 55]",[],[],[77],[],[],home,,home,,
1958,Sweden,1958.6.11,Group stage,21239,"Ryavallen, Boras",Soviet Union,2,,Austria,0,,"[15, 63]",[],[],[],[],[],home,,home,,
1958,Sweden,1958.6.11,Group stage,25000,"Olympia Stadium, Helsingborg",West Germany,2,,Czechoslovakia,2,,"[59, 70]",[],[],[43],[],[24],draw,,away,,
1958,Sweden,1958.6.11,Group stage,14174,"Orjans Vall, Halmstad",Argentina,3,,Northern Ireland,1,,"[55, 59]",[],[38],[3],[],[],home,,away,,
1958,Sweden,1958.6.11,Group stage,12217,"Arosvallen, Vasteras",Yugoslavia,3,,France,2,,"[16, 63, 88]",[],[],"[4, 85]",[],[],home,,away,,
1958,Sweden,1958.6.11,Group stage,11665,"Idrottsparken, Norrkï¿½Ping",Paraguay,3,,Scotland,2,,"[4, 45, 73]",[],[],"[24, 76]",[],[],home,,home,,
1958,Sweden,1958.6.11,Group stage,40895,"Nya Ullevi, Gothenburg",Brazil,0,,England,0,,[],[],[],[],[],[],draw,,,,
1958,Sweden,1958.6.11,Group stage,15150,"Rasunda Stadium, Solna",Mexico,1,,Wales,1,,[89],[],[],[32],[],[],draw,,away,,
1958,Sweden,1958.6.8,Group stage,34107,"Rasunda Stadium, Solna",Sweden,3,,Mexico,0,,"[17, 64]",[],[57],[],[],[],home,,home,,
1958,Sweden,1958.6.8,Group stage,10647,"Orjans Vall, Halmstad",Northern Ireland,1,,Czechoslovakia,0,,[20],[],[],[],[],[],home,,home,,
1958,Sweden,1958.6.8,Group stage,15343,"Jarnvallen, Sandviken",Hungary,1,,Wales,1,,[5],[],[],[27],[],[],draw,,home,,
1958,Sweden,1958.6.8,Group stage,9591,"Arosvallen, Vasteras",Yugoslavia,1,,Scotland,1,,[6],[],[],[49],[],[],draw,,home,,
1958,Sweden,1958.6.8,Group stage,17788,"Rimnersvallen, Udevalla",Brazil,3,,Austria,0,,"[38, 49, 89]",[],[],[],[],[],home,,home,,
1958,Sweden,1958.6.8,Group stage,49348,"Nya Ullevi, Gothenburg",Soviet Union,2,,England,2,,"[13, 55]",[],[],[66],[],[85],draw,,home,,
